CategoryCode,CategoryCodeDesc,CategoryShortDesc,CategoryLongDesc,CategoryType,TopCategory,
BRSE425,SE-425,,,A,N,
BRSL300,SL300,,,A,N,
BRSM6500PR,SM6500PRW,,,A,N,
BRSTAR,"Star: 27S, 37S",,,A,N,
BRULT2001,ULT2001,,,A,N,
BRULT2002,ULT2002,,,A,N,
BRULT2003,ULT2003,,,A,N,
BRVX1010,VX1010,,,A,N,
BRVX1020,VX1020,,,A,N,
BRVX1090,VX1090,,,A,N,
BRVX1100,VX1100,,,A,N,
BRVX1120,VX1120,,,A,N,
BRVX1125,VX1125,,,A,N,
BRVX1140,VX1140,,,A,N,
BRVX1200,VX1200,,,A,N,
BRVX1400,VX1400,,,A,N,
BRVX1435,VX1435,,,A,N,
BRVX2051,VX2051,,,A,N,
BRVX2810,VX2810,,,A,N,
BRVX520,VX520,,,A,N,
BRVX540,VX540,,,A,N,
BRVX560,VX560,,,A,N,
BRVX620,VX620,,,A,N,
BRVX640,VX640,,,A,N,
BRVX645,VX645,,,A,N,
BRVX660,VX660,,,A,N,
BRVX700,VX700,,,A,N,
BRVX707,VX707,,,A,N,
BRVX710,VX710,,,A,N,
BRVX757,VX757,,,A,N,
BRVX760,VX760,,,A,N,
BRVX780,VX780,,,A,N,
BRVX800,VX800,,,A,N,
BRVX802,VX802,,,A,N,
BRVX807,VX807,,,A,N,
BRVX808,VX808,,,A,N,
BRVX809,VX809,,,A,N,
BRVX810,VX810,,,A,N,
BRVX847,VX847,,,A,N,
BRVX857,VX857,,,A,N,
BRVX870,VX870,,,A,N,
BRVX880,VX880,,,A,N,
BRVX890,VX890,,,A,N,
BRVX900,VX900,,,A,N,
BRVX920,VX920,,,A,N,
BRVX940,VX940,,,A,N,
BRVX950,VX950,,,A,N,
BRVX970,VX970,,,A,N,
BRVX980,VX980,,,A,N,
BRXL1351,XL1351,,,A,N,
BRXL1561,XL1561,,,A,N,
BRXL1781,XL1781,,,A,N,
BRXL2005,XL2005,,,A,N,
BRXL2010,XL2010,,,A,N,
BRXL2015,XL2015,,,A,N,
BRXL2020,XL2020,,,A,N,
BRXL2021,XL2021,,,A,N,
BRXL2022,XL2022,,,A,N,
BRXL2025,XL2025,,,A,N,
BRXL2030,XL2030,,,A,N,
BRXL2120,XL2120,,,A,N,
BRXL2121,XL2121,,,A,N,
BRXL2130,XL2130,,,A,N,
BRXL2140,XL2140,,,A,N,
BRXL2150,XL2150,,,A,N,
BRXL2220,XL2220,,,A,N,
BRXL2230,XL2230,,,A,N,
BRXL2240,XL2240,,,A,N,
BRXL2250,XL2250,,,A,N,
BRXL2600,XL2600,,,A,N,
BRXL2600I,XL2600I,,,A,N,
BRXL2610,XL2610,,,A,N,
BRXL2620,XL2620,,,A,N,
BRXL3010,XL3010,,,A,N,
BRXL3022,XL3022,,,A,N,
BRXL3025,XL3025,,,A,N,
BRXL3027,XL3027,,,A,N,
BRXL3030,XL3030,,,A,N,
BRXL3100,XL3100,,,A,N,
BRXL3200,XL3200,,,A,N,
BRXL3500,XL3500,,,A,N,
BRXL3500T,XL3500T,,,A,N,
BRXL3510,XL3510,,,A,N,
BRXL3520,XL3520,,,A,N,
BRXL3750,XL3750,,,A,N,
BRXL3800,XL3800,,,A,N,
BRXL4001,XL4001,,,A,N,
BRXL4010,XL4010,,,A,N,
BRXL4020,XL4020,,,A,N,
BRXL4030,XL4030,,,A,N,
BRXL4040,XL4040,,,A,N,
BRXL4050,XL4050,,,A,N,
BRXL4060,XL4060,,,A,N,
BRXL5001,XL5001,,,A,N,
BRXL5010,XL5010,,,A,N,
BRXL5011,XL5011,,,A,N,
BRXL5012,XL5012,,,A,N,
BRXL5020,XL5020,,,A,N,
BRXL5021,XL5021,,,A,N,
BRXL5022,XL5022,,,A,N,
BRXL5030,XL5030,,,A,N,
BRXL5031,XL5031,,,A,N,
BRXL5032,XL5032,,,A,N,
BRXL5050,XL5050,,,A,N,
BRXL5060,XL5060,,,A,N,
BRXL5070,XL5070,,,A,N,
BRXL5100,XL5100,,,A,N,
BRXL5130,XL5130,,,A,N,
BRXL5132,XL5132,,,A,N,
BRXL5200,XL5200,,,A,N,
BRXL5232,XL5232,,,A,N,
BRXL5300,XL5300,,,A,N,
BRXL5340,XL5340,,,A,N,
BRXL5500,XL5500,,,A,N,
BRXL5600,XL5600,,,A,N,
BRXL5700,XL5700,,,A,N,
BRXL6040,XL6040,,,A,N,
BRXL6050,XL6050,,,A,N,
BRXL6060,XL6060,,,A,N,
BRXL622,XL622,,,A,N,
BRXL6452,XL6452,,,A,N,
BRXL6552,XL6552,,,A,N,
BRXL6562,XL6562,,,A,N,
BRXL700,XL700,,,A,N,
BRXL702,XL702,,,A,N,
BRXL703,XL703,,,A,N,
BRXL711,XL711,,,A,N,
BRXL781,XL781,,,A,N,
BRXL791,XL791,,,A,N,
BRXL851,XL851,,,A,N,
BRXQ2700,"XQ2700, XQ3700",,,A,N,
BRXR,XR Model Series...,,,A,N,
BRXR16,XR16,,,A,N,
BRXR21,XR21,,,A,N,
BRXR23,XR23,,,A,N,
BRXR27,XR27,,,A,N,
BRXR29,XR29,,,A,N,
BRXR31,XR31,,,A,N,
BRXR33,XR33,,,A,N,
BRXR34,XR34,,,A,N,
BRXR35,XR35,,,A,N,
BRXR37,XR37,,,A,N,
BRXR40,XR40,,,A,N,
BRXR46,XR46,,,A,N,
BRXR52,XR52,,,A,N,
BRXR52C,XR52C,,,A,N,
BRXR65,XR65,,,A,N,
BRXR65T,XR65T,,,A,N,
BRXR7700,"XR6600, XR7700",,,A,N,
BRXR9000,XR9000,,,A,N,
BT,Belts & Tools,"POSITRACTION BELT (Lug Belts):* Orange Color, Single Side, Belt Size Printed, Standard Width: 5.70 MM.",,B,N,
BT-B,Bernina,* MOTOR BELTS,,A,N,
BT-BBL,BabyLock,* MOTOR BELTS,,A,N,
BT-BBLT,Babylock,* TIMING BELTS,,A,N,
BT-BR,Brother,* MOTOR BELTS,,A,N,
BT-BRT,Brother,* TIMING BELTS,,A,N,
BT-BT,Bernina,TIMING BELTS,,A,N,
BT-E,Elna,* MOTOR BELTS,,A,N,
BT-ET,Elna,* TIMING BELTS,,A,N,
BT-H,High Traction Belts,,,A,N,
BT-K,Kenmore,*MOTOR BELTS,,A,N,
BT-KT,Kenmore,* TIMING BELTS,,A,N,
BT-MOTOR,Motor Belts,,,A,N,
BT-NE,Necchi,* MOTOR BELTS,,A,N,
BT-NET,Necchi,* TIMING BELTS,,A,N,
BT-NH,New Home,* MOTOR BELTS,,A,N,
BT-NHT,New Home,* TIMING BELTS,,A,N,
BT-PF,Pfaff,* MOTOR BELTS,,A,N,
BT-PFT,Pfaff,* TIMING BELTS,,A,N,
BT-R,Riccar,* MOTOR BELTS,,A,N,
BT-RT,Riccar,* TIMING BELTS,,A,N,
BT-S,Singer Motor Lug Belts,* It can replace Singer V Belt.,,A,N,
BT-SCOG,Singer Cog Belt,* Count the Number of teeth if you don't know part number,,A,N,
BT-STM,Singer,* TIMING BELTS,,A,N,
BT-SV,Singer Motor V Belts,* MOTOR V BELTS,,A,N,
BT-TIMING,Timing Belts,,,A,N,
BT-V,Husqvarna (Viking),* MOTOR BELTS,,A,N,
BT-VT,Husqvarna (Viking),* TIMING BELTS,,A,N,
BT-W,White,* MOTOR BELTS,,A,N,
BT-WT,White,* TIMING BELTS,,A,N,
BT-ZO,* Other Belts & Tools,"INCLUDED:* Rolled Oak Leather Belts* Belt Hooks & Treadle Belts, Stretch Belts* Motor Rubber Belts: "A" Grade Rubber* Belt Plier & Tool",,A,N,
BTHD,"Buttonholers, Zigzaggers",,,B,N,
C-BC,Bobbin Cases & Accessories,,,B,N,
C-BC-Z,* Accessories,,,A,N,
C-BD,Binders & Hemmers,"* Double Fold Binding Attachment For P60508-Size,Order from Feet For Sewing Machine ** Household Feet Functions**",,B,N,
C-BN,Bobbins,,,B,N,
C-BT,V-Belts & Arm Shaft Belts,,,B,N,
C-BW,Bobbin Winders,,,B,N,
C-FD,Feed Dogs,,,B,N,
C-FT,Presser Feet,* HINGED PRESSER FEET,,B,N,
C-FTCOMP,Compensating Feet,"* Fits: Singer 1300, 191, 195K, 196K, 241, 245, 251, 281, 31, 331K, 366K, 400W, 44, 451K, 491, 591D, 600W, 660A, 770D, 771D, 95, 96",,A,N,
C-FTCORD,Cording Feet,"* Fits: Singer 1300, 191D, 195K, 196K, 241, 245, 251, 281, 31Class, 331K, 366K, 400W, 44, 451K, 491, 591D, 600W, 660A, 770, 771, 95, 96",,A,N,
C-FTHEM,Hemmer Feet,"* Fits Singer: 1300, 191, 195K, 196K, 241, 245, 251, 281, 31, 331K, 366K, 400W, 44, 451K, 491, 591D, 600W, 660A, 770D, 771D, 95, 96",,A,N,
C-FTLV,Lifting & Vibrating Feet,,,A,N,
C-FTPF,Pfaff Welting Feet,"* Fits Pfaff: 145, 146, 335, 545",,A,N,
C-FTPF1,Pfaff Walking Feet,"* Fits Pfaff: 145, 146, 335, 545",,A,N,
C-FTPP,Piping Feet,"* Fits Singer: 1300, 191D, 195K, 196K, 241, 245, 251, 281, 31Class, 331K, 366K, 400W, 44, 451K, 491, 591D, 600W, 660A, 770, 771, 95, 96",,A,N,
C-FTQUILT,Quilter Feet,"Fits Singer: 31, 44, 95, 96, 191D, 195K, 196K, 241, 245, 251, 281, 331K, 366K, 400W, 451K, 491, 591D, 600W, 660A, 770, 771, 1300",,A,N,
C-FTRAIS,Raising (Edge) Feet,,"* Single Needle Drop Feed Lockstitch Machines(Classes: 31, 44, 95, 96, 191D, 195K, 196K, 241, 245, 251, 281, 331K, 366K 400W, 451K, 491, 591D, 600W, 660A, 770, 771, 1300) Centurion 121D",A,N,
C-FTRL,Roller Feet,,,A,N,
C-FTS,"Singer 78, 31-19.. & Consew 28","* Fits: Singer 78 Class, 31-19, 31K47, 44-9 & Any Lock Stitch Mchines.* Fits:  Consew 28 Class.",,A,N,
C-FTS111G,"Singer 111G,111W (WeltingFeet)","* Fits Singer: 111G, 111W, 211G, 211W",,A,N,
C-FTS111G1,"Singer 111G,111W (WalkingFeet)","* Fits Singer: 111G, 111W, 211G, 211W",,A,N,
C-FTS16U,"Singer 16U, Consew WeltingFeet","* Fits Singer 16, 16U, 16-188 & Consew 18, 118 Class.",,A,N,
C-FTSHIRR,Shirring Feet,,,A,N,
C-FTTF,Anti-Friction Feet (Non-Stick),"* Fits Singer: 195K, 241, 245, 251, 281, 31Class, 331k, 366K, 400W, 44, 451K, 491, 600W, 660A, 770, 771, 95, 96 * Union Special: Single Needle Lockstitch 61200, 61300, 61400 63400 Class Machines.",,A,N,
C-FTTOP,Top Stitch Guide Feet,"* Single Needle Drop Feed Lockstitch MachinesFits : 1300, 191D, 195K, 196K, 241, 245, 251, 281, 31, 331K, 366K 400W, 44, 451K, 491, 591D, 600W, 660A, 770, 771, 95, 96",,A,N,
C-FTWALK,"Walking Feet, Welting Feet",,,A,N,
C-FTWELT,Other Brands Welting Feet,,,A,N,
C-FTZP,Zipper Feet,,,A,N,
C-FTZZ,* Other Presser Feet,,,A,N,
C-GG,Complete Gauge Sets,"* For: Throat Plates, Feed Dogs, Needle Clamp, Presser Feet",,B,N,
C-HK,Hooks,,,B,N,
C-KF,Knives,- SINGER,,B,N,
C-KFB,Knives- Brother,,,A,N,
C-KFJ,Knives- Juki,,,A,N,
C-KFO,Knives- Other Brands,,,A,N,
C-LP,Loopers,* SINGER,,B,N,
C-LPB,Looper- Brother & UnionSpecial,,,A,N,
C-LPJ,Looper- Juki,,,A,N,
C-LPO,Looper- Other Brands,,,A,N,
C-MC,Miscellaneous,* Singer & Consew,,B,N,
C-MCO,Misc.- Other Brands,,,A,N,
C-MH,Commercial Parts & Model Lists,** REQUEST THE COMMERCIAL CATALOG FOR 2016 ***,<center><a href="IndustrialCatalogue.jpg"><img src="IndustrialCatalogue.jpg" border=0 /></a></center>,B,Y,
C-MT,Clutch Motors & Pulleys,,,B,N,
C-NB,Needle Bars,,,B,N,
C-NC,NeedleBar/Clamps & PresserBars,,,B,N,
C-ND,Industrial Needles,*** Please order by the quantity of needle - Sold By "Pack"EQUIVALENT SYSTEM #'S:,"* 113G: UOx113GS: UY113GS : SY7090 ...........Union Special* 128G: UYx128GAS: MY1044 SY7292: 1280.... Union Special* 134-35R: DPx35R : SY7225 ............................. Pfaff* 135x17: DPx17 : SY3355* 135x7: DPx7 : 134R : 135x5 : 135x11: SY1901:SY1903:SY1905: SY6790 : DPx5* 135x9: CPx1 : SY1902* 151x1: TLx1 : SY1261* 154G: UYx154GAS : 151x21 : SY1431 ................ Union Special* 154GB: UOx154 : UYx154GAS : SY1431 ............  Union Special* 16x257: DBx1: 16x231: 1738: SY2254 : DBxK5 (Greater than size 110/18 use 16x95)* 16x95: DBx95: 287WH: 1738A: SY1515* 175x7: TQx7 : 29-L : 2091 : SY4531* 180G: UOx180G: UY180GPS ............................... Union Special* 190R: MTx190: SY7555 .......................................  Pfaff* 1955: BSx1955: 135x65, SY1955* 251: LWx3T: 29-C-300 : 1715F : SY3690 ............. Union Special* 251LG: LWx5T: 29-C-300LG : 29-CB : SY7425 ....  Union Special* 27: DCx27 : B-27 : 1886 : MY1023 : SY6120 ........ Rimoldi* 29-49: LWx2T : 29-34 : 29-BA : 2140TP : SY7395 .. Lewis* 29x3: DIx1 : 29x2: 332 : SY3741 : DIx3* 88x1: DAx1 : 88x9 : 1128 : SY1315 : DAx9* C135x17: DPx17 : SY3355* C16x257: DBx1 : 16x231: 1738: SY2254 : DBxK5 (Greater than Size 110/18 use 16x95)",A,N,
C-ND135X17,135x17,,,A,N,
C-ND135X7,135x7,,,A,N,
C-ND135X7B,135X7 (Ball Point),,,A,N,
C-ND154G,154G,,,A,N,
C-ND154GB,154G (Ball Point),,,A,N,
C-ND16X257,16x257,,,A,N,
C-ND175X7,175X7,,,A,N,
C-ND180G,180G,,,A,N,
C-ND1955,1955,,,A,N,
C-ND251,251 Blindstitch,,,A,N,
C-ND251LG,251LG Blindstitch,,,A,N,
C-ND88X1,88X1,,,A,N,
C-NP,Throat Plates & Slide Plates,,,B,N,
C-NP2,SLIDE PLATE,,,A,N,
C-PB,Presser Bars,,,A,N,
C-PT,"Screws, Springs & Latch Pin",,,B,N,
C-PTBR,Screw For Other Machines,,,A,N,
C-PTSR,Screw For Singer Machines,,,A,N,
C-SP,Spool Pins,,,B,N,
C-TG,"Thread Guides, Needle Guards",,,B,N,
C-TS,TensionCompletes & Accessories,,,B,N,
C-TSP,Accessories,,,A,N,
CBD60,S60 Right Angle Binder Sets,,,A,N,
CBD64,S64 Raw Edge Binder Sets,,,A,N,
CBD70,S70 ShirtTailSpringHemmerSets,,,A,N,
CBD72L,S72L StainlessSteelSwingHemmer,,,A,N,
CBD75D,S75D SingleDounturnRawEdgeHems,,,A,N,
CBD75U,75U SingleUpturnRawEdgeHemmers,,,A,N,
CD,Lead Cords,,"INCLUDE:* Terminal Box, * Electrical Male & Female Connectors.* Wires* Voltage Transformers.",B,N,
CD-B,Bernina,,,A,N,
CD-BR,Brother,,,A,N,
CD-E,Elna,,,A,N,
CD-K,Kenmore,,,A,N,
CD-NE,Necchi,,,A,N,
CD-NH,New Home,,,A,N,
CD-PF,Pfaff,,,A,N,
CD-R,Riccar,,,A,N,
CD-S,Singer,,,A,N,
CD-T,BabyLock,,,A,N,
CD-V,Husqvarna (Viking),,,A,N,
CD-W,White,,,A,N,
CD-Z,For Japan & Taiwan Machines,,,A,N,
CD-Z220,220 Volt Cords,,,A,N,
CL,"Scissors, Cutters, Clippers","Economic Quality Scissors:- Scissors, Cutters, Thread Clipper",,B,N,
CL-BLADE,"Rotary Cutters, Blades & Mats",,,A,N,
CL-OLFA,OLFA Rotary Cutter & Blades,,,A,N,
CL-OLFA-Z,OLFA Quilter Rulers & Mats,,,A,N,
CL-SHARP,Scissor Sharpener,* Twice As Sharp ( Scissor Factory Approved),,A,N,
CL-SR,Singer Pack of Scissors,,,A,N,
CND16X257B,16X257 (Ball Point),,,A,N,
CND1955B,1955 (Ball Point),,,A,N,
CND251LGB,251LG (Ball Point),,,A,N,
CND27B,27 (Ball Point),,,A,N,
CS105,105,,,A,N,
CS145,145,,,A,N,
CS146RB,146RB,,,A,N,
CS175,175,,,A,N,
CS175RB,175RB,,,A,N,
CS18,"18, 118",,,A,N,
CS199RB,199R,,,A,N,
CS205RB,205RB,,,A,N,
CS206RB,206RB,Consew,,A,N,
CS210,"210, 218, 219",,,A,N,
CS223,223,,,A,N,
CS224,"224, 225, 226",,,A,N,
CS227,227,,,A,N,
CS228,"228, 229",,,A,N,
CS230,230,,,A,N,
CS240,240 Class,,,A,N,
CS244,244,,,A,N,
CS255,"254, 255",,,A,N,
CS255RB,255RB,,,A,N,
CS28,28 Class,,,A,N,
CS282,282,,,A,N,
CS288,288,,,A,N,
CS289,"289, 289RB",,,A,N,
CS290,"290, 310",,,A,N,
CS290R,290R,,,A,N,
CS30,30 Class,,,A,N,
CS333,"333, 339",,,A,N,
CS389,"389, 389RB",,,A,N,
CSHN,Leg Cushions,,,B,N,
CUTTER,Hemming & Trimming Attachment,,,A,N,
D-BASKET,Sewing Baskets,   *** FABRIC PATTERN MAY VARY ***,,A,N,
D-BULK,Dritz Bulk Notions (CW#),,,A,N,
D-MARK,Marking Aids,,,A,N,
D-MISC,Miscellaneous Aids,,,A,N,
D-NDL,Needles - Machine & Hand,,,A,N,
D-PIN,Safety Pins- Blister Pack,,,A,N,
D-PRESS,Pressing Aids,,,A,N,
D-SEWING,Sewing Machine Accessories,"* Magnetic seam guide, Sewing Machine Cover, Light bulbs, bobbins.",,A,N,
D-SNAPTP,Snaps/Snap Tapes,,,A,N,
D-TAPE,"Gauges, Rulers & Tape Measures",,,A,N,
D-TOOL,Sewing Tools/Aids,,,A,N,
D-TOOLS,"Grommets, Eyelets, Tools",,,A,N,
DRESS,Dressmaker,,,A,N,
E100,100,,,A,N,
E1000,1000,,,A,N,
E101,101,,,A,N,
E1010,1010,,,A,N,
E102,102,,,A,N,
E103,103,,,A,N,
E104,104,,,A,N,
E11,11  (Star),,,A,N,
E110,110,,,A,N,
E120,120,,,A,N,
E1200,1200,,,A,N,
E13,13  (Star),,,A,N,
E130,130,,,A,N,
E14,14  (Lotus),,,A,N,
E140,140,,,A,N,
E1400,1400,,,A,N,
E149,149,,,A,N,
E150,150,,,A,N,
E1500,1500,,,A,N,
E1600,1600,,,A,N,
E17,17  (Stella),,,A,N,
E200,200,,,A,N,
E2002,2002,,,A,N,
E2003,2003,,,A,N,
E2004,2004,,,A,N,
E2004SP,2004 SP,,,A,N,
E2005,2005,,,A,N,
E2006,2006,,,A,N,
E2007,2007,,,A,N,
E21,21  (Star),,,A,N,
E2100,2100,,,A,N,
E2110,2110,,,A,N,
E2130,2130,,,A,N,
E22,22  (Lotus),,,A,N,
E220,220,,,A,N,
E225,225,,,A,N,
E225-1,225-1,,,A,N,
E225L,225L,,,A,N,
E23,23  (Star),,,A,N,
E230,230,,,A,N,
E2300,2300,,,A,N,
E24,24  (Lotus),,,A,N,
E240,240,,,A,N,
E244,244,,,A,N,
E244I,244I,,,A,N,
E245,245,,,A,N,
E250,250,,,A,N,
E255,255,,,A,N,
E255I,255I,,,A,N,
E2600,2600,,,A,N,
E27,27  (Stella Electronic),,,A,N,
E2800,2800,,,A,N,
E300,300,,,A,N,
E3003,3003,,,A,N,
E3005,3005,,,A,N,
E3007,3007,,,A,N,
E31,31 Star,,,A,N,
E32,32  (Lotus),,,A,N,
E3210,3210,,,A,N,
E3230,3230,,,A,N,
E33,33  (Star),,,A,N,
E34,34  (Lotus),,,A,N,
E35,35  (Lotus),,,A,N,
E36,36  (Lotus),,,A,N,
E37,37  (Stella Electronic,,,A,N,
E38,38 Air Electronic,,,A,N,
E39,39 Air Electronic,,,A,N,
E41,41  (Star),,,A,N,
E410,410,,,A,N,
E43,43  (Star),,,A,N,
E45,45  (Carina Jubilee),,,A,N,
E450,450,,,A,N,
E46,46,,,A,N,
E4D,4D,,,A,N,
E500,500,,,A,N,
E5000,5000,,,A,N,
E5100,5100,,,A,N,
E52,52  (Lotus),,,A,N,
E55,55 Carina Electronic,,,A,N,
E56,56 Carina Electronic,,,A,N,
E57,57  (Stella Electronic),,,A,N,
E58,58 Air Electronic,,,A,N,
E59,59 Air Electronic,,,A,N,
E5D,5D,,,A,N,
E6000,6000,,,A,N,
E6001,6001,,,A,N,
E6003,6003,,,A,N,
E6004,6004,,,A,N,
E6005,6005,,,A,N,
E6007,6007,,,A,N,
E604,604,,,A,N,
E604E,604E     Overlock,,,A,N,
E614,614,,,A,N,
E614DE,614DE   Overlock,,,A,N,
E62,62  (Star),,,A,N,
E624,624,,,A,N,
E624DE,624DE,,,A,N,
E624DSE,624DSE  Overlock,,,A,N,
E64,64  (Star),,,A,N,
E65,65 Carina Jubilee,,,A,N,
E66,66 Carina Electronic,,,A,N,
E6600,6600,,,A,N,
E68,68 Air Electronic,,,A,N,
E683,683,,,A,N,
E686,686,,,A,N,
E69,69 Air Electronic,,,A,N,
E7000,7000,,,A,N,
E704DEX,704DEX,,,A,N,
E704E,704E    Overlock,,,A,N,
E7100,7100,,,A,N,
E714DE,714DE   Overlock,,,A,N,
E714E,714E,,,A,N,
E72,72  (Star),,,A,N,
E7200,7200,,,A,N,
E724,724,,,A,N,
E7300,7300,,,A,N,
E74,74  (Star),,,A,N,
E744,744,,,A,N,
E744DEX,744DEX,,,A,N,
E8000,8000,,,A,N,
E8006,8006,,,A,N,
E8007,8007,,,A,N,
E8100,8100,,,A,N,
E8200,8200,,,A,N,
E8300,8300,,,A,N,
E8600,8600,,,A,N,
E9000,9000,,,A,N,
E9006,9006,,,A,N,
E9008,9008,,,A,N,
E9010,9010,,,A,N,
E904,904     Overlock,,,A,N,
E904DCX,904DCX,,,A,N,
E905,905     Overlock,,,A,N,
E905DCX,905DCX,,,A,N,
E925DC,925DC,,,A,N,
E925DCX,925DCX,,,A,N,
E945,945,,,A,N,
E945DCX,945DCX,,,A,N,
E9500,9500,,,A,N,
EBEIGE,BEIGE (Old),,,A,N,
ECE20,CE20,,,A,N,
ECLUB,CLUB,,,A,N,
EDIVA,DIVA,,,A,N,
EEL9010,EL9010,,,A,N,
EF3,F3      Overlock,,,A,N,
EF4,F4,,,A,N,
EGREEN,GREEN (Old),,,A,N,
EL1,L1      Overlock,,,A,N,
EL2,L2,,,A,N,
EL3,L3,,,A,N,
EL4,L4,,,A,N,
EL4D,L4D,,,A,N,
EL5,L5,,,A,N,
EL5D,L5D,,,A,N,
ELNA,Elna - Sewing Machines,"Point to each image, to display the part number in the  javascript on the bottom of the screen.",,B,N,
ELNA2,Elna - Sergers,,,A,N,
EMB,Embroidery Hoops,....   Embroidery Essentials.    ........,,A,N,
EMB-B,Bernina,"Fits: Model # 180, 200 & Delco 500, 600",,A,N,
EMB-BBL,Babylock,"Fits: Model # EM1, EM2, # ESE, ESE2, # ESG, ESG2, ESG3, # ESI, ESI2",,A,N,
EMB-BR,Brother,,"Fits Model:# PE100. PE150, PE200# PE8200, PE8500# ULT2001, ULT2002, ULT2003# 895, PC7000, PC7500, PC8000# PE300S, PE400D",A,N,
EMB-E,Elna,"Fits Model:# 9010# 8006, 8007, CE200# 9006",,A,N,
EMB-NH,New Home,"Fits Model:# MC5000, MC5700, MC8000, MC9000",,A,N,
EMB-PF,Pfaff,"Fits Model # 2140, 2144, 2170",,A,N,
EMB-S,Singer,"Fits Model;# XL1000, XL150# XL5000, XL6000# CE100, CE150, CE200, CE250, CE350",,A,N,
EMB-V,Husqvarna (Viking),,,A,N,
EMB-V2,Husqvar-DesignerSrs.Packagings,,,A,N,
EMB-VO,Husqvarn-EmbroideryAccessories,,,A,N,
EP100-545,100-545,,,A,N,
EP100-546,100-546,,,A,N,
EP550,EP550,EURO PRO,,A,N,
EP9101,"9100, 9101",EURO PRO,,A,N,
EPRO4,PRO4    Overlock,,,A,N,
EPRO4DC,PRO4DC,,,A,N,
EPRO4DCX,PRO4DCX,,,A,N,
EPRO4DE,PRO4DE,,,A,N,
EPRO5,PRO5,,,A,N,
EPRO5D,PRO5D,,,A,N,
EPRO5DC,PRO5DC,,,A,N,
EPRO5DCX,PRO5DCX,,,A,N,
EPRO5DE,PRO5DE,,,A,N,
ET-60,Universal Extension Table,"18X24 EXT TABLE ,WHITE,  ADJUSTABLE ARM WIDTH FROM 2 7/8" TO 4 1/4". 6 FOLDED LEGS .HEIGHT IS 10 MM ADJUSTABLE. ACCESORY COMPARTMENTS FOR EASY STORAGE.",,A,N,
ET3,T3      Overlock,,,A,N,
ET33,T33,,,A,N,
ET34,T34,,,A,N,
ET34D,T34D,,,A,N,
FBSB,Stabilizers,,,B,N,
FCOT,"Foot Controls - Air, Elect.",,"* Advanced Electronic Foot Controls: 6092FC & 6098FC-143.* Deluxe Foot Controls: Better looking and easier to mount wire, competitive price.",B,N,
FCOT-B,Bernina,,"** Note: 3 Type foot control, read the type on the buttom of control before order:* Type 232 (E) - Foot Control: 325.232.041, Using Cord # 329.221.03* Type 213 (N.E.) - Foot Control: 325.213.14, Using Cord # 329.164.04* Type 290 - Foot Control; 0049307001 (With Cord)",A,N,
FCOT-BR,Brother,,,A,N,
FCOT-BRD,Foot Control By Brand,* Foot Control 220 Volt,,A,N,
FCOT-E,Elna,,,A,N,
FCOT-K,Kenmore,,,A,N,
FCOT-NH,New Home,,,A,N,
FCOT-PART,* Foot Control Parts,*** For Foot Control Accessories.# PSTA-2 Foot Control Holder With Carpet# FS-1 Sure Foot SystemPlease find from Notions for " Sewing Aids",,A,N,
FCOT-PF,Pfaff,,,A,N,
FCOT-R,Riccar,,,A,N,
FCOT-S,Singer,,,A,N,
FCOT-T,BabyLock & Simplicity,,,A,N,
FCOT-V,Husqvarna (Viking),,,A,N,
FCOT-W,White,,,A,N,
FCT-AID,* Foot Control Accessories,,,A,N,
FD,Feed Dogs- Sewing Machines,OTHER FEED DOGS:,,B,N,
FD-B,Bernina,,,A,N,
FD-BBL,BabyLock & Simplicity,,,A,N,
FD-BR,Brother,,,A,N,
FD-E,Elna,,,A,N,
FD-K,Kenmore,,,A,N,
FD-NE,Necchi,,,A,N,
FD-NH,New Home (Janome),,,A,N,
FD-O,Feed Dogs- Sergers,,,A,N,
FD-OB,"Bernette, Bernina",,,A,N,
FD-OBR,Brother Sergers,,,A,N,
FD-OJ,Juki Sergers,,,A,N,
FD-ON,New Home Sergers,,,A,N,
FD-OR,Riccar Sergers,,,A,N,
FD-OS,Singer Sergers,,,A,N,
FD-OT,Babylock & Simplicity,,,A,N,
FD-OV,Husqvarna (Viking) Sergers,,,A,N,
FD-OW,White Sergers,,,A,N,
FD-PF,Pfaff,,,A,N,
FD-PTS,* Screw For Feed Dog,,,A,N,
FD-R,Riccar,,,A,N,
FD-S,Singer,,,A,N,
FD-V,Husqvarna (Viking),,,A,N,
FD-W,White,,,A,N,
FISKARS,Fiskars Scissors,"* Made of surgical stainless steel.Will cut all fabrics for years without sharpening.Lightweight with comfortable handles.Orange for right hand, Red for left. ",,B,N,
FLIER,Products & Services Inquiry,<center><a href="Images/HardCases.jpg"><img src="Images/HardCases.jpg" border=0 width="800" height="800" /></a></center>,,A,N,
FT,Feet for Sewing Machines,,,B,N,
FT-1/4,1/4" Quilting Feet,Includes:* 1/4" Feet With Guide Spring - 5mm Wide Feet & 7mm Zigzag.* 1/4" Patchwork Foot With Guide.,,A,N,
FT-1/4GS5,1/4" Foot With Guide Spring-5,"* 5mm Wide Foot.Metal, 1/4" with 1/8" seam allowance.Spring edge guide makes perfect 1/4".",,A,N,
